ordtime,sym,tsym,token,instrument,lotsize,qty,avgprice,totalprice,netprice,trantype
2023-08-01 12:15:00,HINDCOPPER,HINDCOPPER31AUG23C152,45990,OPTSTK,5300,10600,7.15,75790.0,-75790.0,B
2023-08-01 12:15:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,1600,53.35,85360.0,-85360.0,B
2023-08-01 12:15:00,EXIDEIND,EXIDEIND31AUG23C265,113920,OPTSTK,3600,7200,9.6,69120.0,-69120.0,B
2023-08-01 12:15:00,POWERGRID,POWERGRID31AUG23P252.5,140342,OPTSTK,2700,16200,5.85,94770.0,-94770.0,B
2023-08-01 12:15:00,IBULHSGFIN,IBULHSGFIN31AUG23P140,128839,OPTSTK,5100,20400,4.3,87720.0,-87720.0,B
2023-08-01 12:15:00,APOLLOHOSP,APOLLOHOSP31AUG23P5050,76486,OPTSTK,125,500,190.0,95000.0,-95000.0,B
2023-08-01 12:15:00,GODREJPROP,GODREJPROP31AUG23P1700,116907,OPTSTK,475,1425,64.3,91627.5,-91627.5,B
2023-08-01 12:16:00,HINDCOPPER,HINDCOPPER31AUG23C152,45990,OPTSTK,5300,10600,7.1,75260.0,75260.0,S
2023-08-01 12:16:00,UBL,UBL31AUG23C1590,177763,OPTSTK,400,1600,54.1,86560.0,86560.0,S
2023-08-01 12:16:00,EXIDEIND,EXIDEIND31AUG23C265,113920,OPTSTK,3600,7200,9.55,68760.0,68760.0,S
2023-08-01 12:39:00,GODREJPROP,GODREJPROP31AUG23P1700,116907,OPTSTK,475,1425,67.65,96401.25,96401.25,S
2023-08-01 12:56:00,POWERGRID,POWERGRID31AUG23P252.5,140342,OPTSTK,2700,16200,6.65,107730.0,107730.0,S
2023-08-01 13:15:00,EXIDEIND,EXIDEIND31AUG23C262.5,113918,OPTSTK,3600,7200,9.5,68400.0,-68400.0,B
2023-08-01 13:15:00,POWERGRID,POWERGRID31AUG23P250,140340,OPTSTK,2700,16200,5.6,90720.0,-90720.0,B
2023-08-01 13:15:00,IBULHSGFIN,IBULHSGFIN31AUG23P140,128839,OPTSTK,5100,20400,4.3,87720.0,-87720.0,B
2023-08-01 13:15:00,APOLLOHOSP,APOLLOHOSP31AUG23P5050,76486,OPTSTK,125,500,185.75,92875.0,-92875.0,B
2023-08-01 13:15:00,GODREJPROP,GODREJPROP31AUG23P1700,116907,OPTSTK,475,1425,64.9,92482.5,-92482.5,B
2023-08-01 13:16:00,EXIDEIND,EXIDEIND31AUG23C262.5,113918,OPTSTK,3600,7200,9.5,68400.0,68400.0,S
2023-08-01 14:15:00,EXIDEIND,EXIDEIND31AUG23C265,113920,OPTSTK,3600,7200,9.3,66960.0,-66960.0,B
2023-08-01 14:16:00,EXIDEIND,EXIDEIND31AUG23C265,113920,OPTSTK,3600,7200,9.05,65160.00000000001,65160.00000000001,S
2023-08-01 15:26:00,POWERGRID,POWERGRID31AUG23P250,140340,OPTSTK,2700,16200,4.85,78570.0,78570.0,S
2023-08-01 15:26:00,IBULHSGFIN,IBULHSGFIN31AUG23P140,128839,OPTSTK,5100,40800,4.3,175440.0,175440.0,S
2023-08-01 15:26:00,APOLLOHOSP,APOLLOHOSP31AUG23P5050,76486,OPTSTK,125,1000,191.55,191550.0,191550.0,S
2023-08-01 15:26:00,GODREJPROP,GODREJPROP31AUG23P1700,116907,OPTSTK,475,1425,65.65,93551.25,93551.25,S
